[17:02:06] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:02:06] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[17:02:06] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2854 for Minecraft 1.12.2 loading
[17:02:06] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_172, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_172
[17:02:06] [main/DEBUG] [FML]: Java classpath at launch is:
[17:02:06] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2854.jar
[17:02:06] [main/DEBUG] [FML]: Java library path at launch is:
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\ProgramData\Oracle\Java\javapath
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\system32
[17:02:06] [main/DEBUG] [FML]:     C:\Windows
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Windows Live\Shared
[17:02:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[17:02:06] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%\system32
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%
[17:02:06] [main/DEBUG] [FML]:     %SystemRoot%\System32\Wbem
[17:02:06] [main/DEBUG] [FML]:     %SYSTEMROOT%\System32\WindowsPowerShell\v1.0\
[17:02:06] [main/DEBUG] [FML]:     %SYSTEMROOT%\System32\OpenSSH\
[17:02:06] [main/DEBUG] [FML]:     
[17:02:06] [main/DEBUG] [FML]:     C:\Users\Talz\AppData\Local\Microsoft\WindowsApps
[17:02:06] [main/DEBUG] [FML]:     .
[17:02:06] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: C:\Users\Talz\Desktop\Server\RLCraft+Server+Pack+1.12.2+-+Beta+v2.8.2\libraries
[17:02:06] [main/DEBUG] [FML]: Cleaning up mods folder: .\mods
[17:02:06] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod forgelin
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod forgelin
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Shadowfacts' Forgelin took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod tschipplib
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod tschipplib
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - TschippLib took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod forgottenitems
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod forgottenitems
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Forgotten Items took 0,033s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod friendlyendermite
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod friendlyendermite
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - FriendlyEndermite took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod globalgamerules
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod globalgamerules
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Global GameRules took 0,007s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod grapplemod
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod grapplemod
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Grappling hook mod took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod llibrary
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod llibrary
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - LLibrary took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod iceandfire
[17:02:59] [Server thread/WARN] [net.minecraft.entity.passive.EntityVillager]: PriceRange(2, 1) invalid, 1 smaller than 2
[17:02:59] [Server thread/WARN] [net.minecraft.entity.passive.EntityVillager]: PriceRange(4, 1) invalid, 1 smaller than 4
[17:02:59] [Server thread/WARN] [net.minecraft.entity.passive.EntityVillager]: PriceRange(10, 1) invalid, 1 smaller than 10
[17:02:59] [Server thread/WARN] [net.minecraft.entity.passive.EntityVillager]: PriceRange(9, 1) invalid, 1 smaller than 9
[17:02:59] [Server thread/WARN] [net.minecraft.entity.passive.EntityVillager]: PriceRange(3, 2) invalid, 2 smaller than 3
[17:02:59] [Server thread/INFO] [Ice And Fire]: The watcher waits on the northern wall
[17:02:59] [Server thread/INFO] [Ice And Fire]: A daughter picks up a warrior's sword
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod iceandfire
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Ice and Fire took 0,091s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod infernalmobs
[17:02:59] [Server thread/INFO] [infernalmobs]: InfernalMobsCore load() completed! Modifiers ready: 26, config file at: C:\Users\Talz\Desktop\Server\RLCraft+Server+Pack+1.12.2+-+Beta+v2.8.2\config\infernalmobs.cfg
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod infernalmobs
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Infernal Mobs took 0,018s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod inventorytweaks
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod inventorytweaks
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Inventory Tweaks took 0,010s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod iseedragons
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod iseedragons
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - ISeeDragons took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod itlt
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod itlt
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - It's the little things took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod levelup2
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod levelup2
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Level Up! Reloaded took 0,115s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod lostcities
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod lostcities
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - The Lost Cities took 0,036s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod lostsouls
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod lostsouls
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Lost Souls took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod lycanitesmobs
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod lycanitesmobs
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Lycanites Mobs took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod mobends
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod mobends
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Mo' Bends took 0,003s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod multimine
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod multimine
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Multi Mine took 0,001s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod notreepunching
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod notreepunching
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - No Tree Punching took 0,020s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod potioncore
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod potioncore
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Potion Core took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod potionfingers
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod potionfingers
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Potion Fingers took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod qualitytools
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod qualitytools
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Quality Tools took 0,002s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod realistictorches
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod realistictorches
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Realistic Torches took 0,003s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod reborncore
[17:02:59] [Server thread/INFO] [reborncore]: Found 68 ores
[17:02:59] [Server thread/INFO] [reborncore]: Created new network wrapper rc&reborncore.&64769
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&64769 side: SERVER id:0
[17:02:59] [Server thread/INFO] [reborncore]: Created new network wrapper rc&reborncore.&39932
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:0
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: SERVER id:1
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: SERVER id:2
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: SERVER id:3
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:4
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:5
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: SERVER id:6
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: SERVER id:7
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:8
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:9
[17:02:59] [Server thread/INFO] [reborncore]: Registed packet to rc&reborncore.&39932 side: CLIENT id:10
[17:02:59] [Server thread/INFO] [reborncore]: Loaded registrys for net.minecraftforge.fml.common.event.FMLInitializationEvent in 1ms
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod reborncore
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Reborn Core took 0,136s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod rltweaker
[17:02:59] [Server thread/DEBUG] [RLTweaker]: Listener Size: 287
[17:02:59] [Server thread/DEBUG] [RLTweaker]: EventListener Size Pre Unregister: 10
[17:02:59] [Server thread/DEBUG] [RLTweaker]: EventListener Size Post Unregister: 9
[17:02:59] [Server thread/INFO] [RLTweaker]: Found and removed ivorius.reccomplex.events.handlers.RCForgeEventHandler IEventListener onPreChunkDecoration from the event bus
[17:02:59] [Server thread/INFO] [RLTweaker]: Registering RCHandler to the event bus
[17:02:59] [Server thread/INFO] [RLTweaker]: Registering RCCleanup to the event bus
[17:02:59] [Server thread/INFO] [RLTweaker]: Registered com.charles445.rltweaker.handler.RecurrentHandler$RCCleanup onWorldLoad to the event bus
[17:02:59] [Server thread/INFO] [RLTweaker]: Registered com.charles445.rltweaker.handler.RecurrentHandler$RCCleanup onStructureGenerationLitePost to the event bus
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod rltweaker
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - RLTweaker took 0,136s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod roguelike
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod roguelike
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Roguelike Dungeons took 0,004s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod roughtweaks
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod roughtweaks
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Rough Tweaks took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod ruins
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod ruins
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Ruins Mod took 0,007s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod silentlib
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod silentlib
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Silent Lib took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod scalinghealth
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod scalinghealth
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Scaling Health took 0,002s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod sit
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod sit entity entity_sit as sit:entity_sit
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod sit
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Sit took 0,001s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod somanyenchantments
[17:02:59] [Server thread/INFO] [Rin's So Many Enchantments?]: Initializing Rin's So Many Enchantments?...
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod somanyenchantments
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Rin's So Many Enchantments? took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod spartanweaponry
[17:02:59] [Server thread/INFO] [Spartan Weaponry]: Attempting to add new advancement triggers...
[17:02:59] [Server thread/INFO] [Spartan Weaponry]: New advancement triggers added successfully!
[17:02:59] [Server thread/DEBUG] [Spartan Weaponry]: Finished init phase!
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod spartanweaponry
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Spartan Weaponry took 0,011s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod spartanfire
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod spartanfire
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Spartan Fire took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod spartanshields
[17:02:59] [Server thread/DEBUG] [Spartan Shields]: Finished init phase!
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod spartanshields
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Spartan Shields took 0,007s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod spawnercontrol
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod spawnercontrol
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - SpawnerControl took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod stg
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod stg
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - SwingThroughGrass took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod switchbow
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowLightningBolt as switchbow:arrowlightningbolt
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowTNT as switchbow:arrowtnt
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowFrost as switchbow:arrowfrost
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowAir as switchbow:arrowair
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowEnderperle as switchbow:arrowenderperle
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowVampier as switchbow:arrowvampier
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowWither as switchbow:arrowwither
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowTorch as switchbow:arrowtorch
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowSplit as switchbow:arrowsplit
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowUnderwater as switchbow:arrowunderwater
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowDiamond as switchbow:arrowdiamond
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowLove as switchbow:arrowlove
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowFire as switchbow:arrowfire
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowBone as switchbow:arrowbone
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowFirework as switchbow:arrowfirework
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowSplitLove as switchbow:arrowsplitlove
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowLuck as switchbow:arrowluck
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowRedstone as switchbow:arrowredstone
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowBurial as switchbow:arrowburial
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowChorus as switchbow:arrowchorus
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowSprinkler as switchbow:arrowsprinkler
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowDragonBreath as switchbow:arrowdragonbreath
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowTriple as switchbow:arrowtriple
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowProtector as switchbow:arrowprotector
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowKnockback as switchbow:arrowknockback
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowBouncy as switchbow:arrowbouncy
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowoftheSearcher as switchbow:arrowofthesearcher
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowPiercing as switchbow:arrowpiercing
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowLightningBoltStorm as switchbow:arrowlightningboltstorm
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowBoneAOE as switchbow:arrowboneaoe
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowSplitUpgrade as switchbow:arrowsplitupgrade
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowBurialAOE as switchbow:arrowburialaoe
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowFireUpgrade as switchbow:arrowfireupgrade
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowLuckUpgrade as switchbow:arrowluckupgrade
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowAirUpgrade as switchbow:arrowairupgrade
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity ArrowSplitLoveUpgrade as switchbow:arrowsplitloveupgrade
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity EntityFire as switchbow:entityfire
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity EntityBurial as switchbow:entityburial
[17:02:59] [Server thread/WARN] [FML]: Potentially Dangerous alternative prefix `minecraft` for name `arrowlancher`, expected `switchbow`. This could be a intended override, but in most cases indicates a broken mod.
[17:02:59] [Server thread/WARN] [FML]: Potentially Dangerous alternative prefix `minecraft` for name `podest`, expected `switchbow`. This could be a intended override, but in most cases indicates a broken mod.
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod switchbow entity LittleIronGolem as switchbow:littleirongolem
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod switchbow
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Switch-Bow took 0,067s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod tanspit
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod tanspit
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Campfire Spit took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod tickprofiler
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod tickprofiler
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - TickProfiler took 0,003s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod tnt_utilities
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod tnt_utilities
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - TNTUtils took 0,002s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod toolbelt
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod toolbelt
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Tool Belt took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod xat
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod xat
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Trinkets and Baubles took 0,060s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod trumpetskeleton
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod trumpetskeleton
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Trumpet Skeleton took 0,003s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod tumbleweed
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod tumbleweed entity Tumbleweed as tumbleweed:tumbleweed
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod tumbleweed
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Tumbleweed took 0,012s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod variedcommodities
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod variedcommodities entity VCChairMount as variedcommodities:vcchairmount
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod variedcommodities entity VCProjectile as variedcommodities:vcprojectile
[17:02:59] [Server thread/TRACE] [FML]: Automatically registered mod variedcommodities entity VCMagicProjectile as variedcommodities:vcmagicprojectile
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod variedcommodities
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Varied Commodities took 0,002s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod waystones
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod waystones
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Waystones took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod wolfarmor
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod wolfarmor
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Wolf Armor and Storage took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod xpfromharvest
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod xpfromharvest
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - XP From Harvest took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod xpbook
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod xpbook
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - XP Tome took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod phosphor-lighting
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod phosphor-lighting
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Phosphor Lighting Engine took 0,000s
[17:02:59] [Server thread/TRACE] [FML]: Sending event FMLInitializationEvent to mod snowrealmagic
[17:02:59] [Server thread/TRACE] [FML]: Sent event FMLInitializationEvent to mod snowrealmagic
[17:02:59] [Server thread/DEBUG] [FML]: Bar Step: Initialization - Snow! Real Magic! took 0,000s
[17:02:59] [Server thread/DEBUG] [FML]: Bar Finished: Initialization took 2,484s
[17:02:59] [Server thread/TRACE] [FML]: Attempting to deliver 0 IMC messages to mod minecraft
[17:02:59] [Server thread/TRACE] [FML]: Sending event IMCEvent to mod minecraft
[17:02:59] [Server thread/TRACE] [FML]: Sent event IMCEvent to mod minecraft
